"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ITGAM",5.27222660616273e-151,2.73503915853814,0.316,0.049,9.66926359570246e-147
"OCIAD2",1.33080901763324e-150,-2.88244513034113,0.078,0.405,2.44070373833936e-146
"TBC1D10C",2.9662827615372e-150,-1.88705376203966,0.224,0.568,5.44016258465923e-146
"NRG1",3.11348146612261e-150,5.45185928501087,0.179,0.005,5.71012500886887e-146
"RASSF4",5.24081397922129e-150,3.35351509309032,0.259,0.027,9.61165283789184e-146
"PPT1",1.05455499313175e-149,1.67832555428574,0.578,0.236,1.93405385740364e-145
"RNASE2",1.15016820396629e-149,5.66832682040185,0.172,0.004,2.10940848607418e-145
"CCR7",6.39578199094251e-149,-3.36011474911376,0.059,0.374,1.17298641713886e-144
"GLUL",9.31786568926509e-148,2.24710005975532,0.41,0.103,1.70889656741122e-143
"CCNY",9.57804243503258e-148,2.72471649067809,0.331,0.06,1.75661298258497e-143
"NFAM1",1.04187466040985e-147,4.92799422500955,0.189,0.008,1.91079812719167e-143
"RPL36",1.8973554230436e-147,-0.506475173285193,0.999,0.999,3.47974984586196e-143
"EVI2B",1.02654819631664e-146,1.03967080132218,0.846,0.586,1.88268939204473e-142
"ANPEP",2.09620202535547e-146,4.50633702543875,0.203,0.011,3.84443451450194e-142
"CTSW",2.21907380639931e-146,-3.4856788112396,0.105,0.42,4.06978136093633e-142
"RPS28",5.81496817730636e-146,-0.416702231469714,1,0.999,1.06646516371799e-141
"LEF1",1.01472242552141e-144,-3.27213702981539,0.068,0.377,1.86100092840626e-140
"SARAF",1.49771060190829e-144,-0.982182780433945,0.753,0.893,2.7468012438998e-140
"NAPRT",2.9188673036151e-144,2.3557014494738,0.381,0.087,5.3532026348301e-140
"RPL35A",1.18061195572175e-143,-0.468346002854484,1,0.999,2.16524232679368e-139
"CSF2RA",1.8523956336935e-143,3.66825922054062,0.234,0.022,3.39729359219388e-139
"MEGF9",4.4836061249899e-143,3.0449910938785,0.285,0.04,8.22293363323148e-139
"HNRNPA1",2.13874909513846e-142,-0.653339136974934,0.935,0.98,3.92246584048393e-138
"COX7B",2.52598040775262e-142,1.0639298352542,0.817,0.558,4.63264806781831e-138
"TCF7",2.84159556718249e-142,-2.41299553717122,0.135,0.463,5.21148627021268e-138
"RPL27",4.57598295169048e-142,-0.482871640725225,0.995,0.996,8.39235273340035e-138
"SNRPN",9.66229572113724e-142,-2.3786039826487,0.128,0.449,1.77206503525657e-137
"AOAH",1.3840135437004e-141,2.33846122097843,0.336,0.063,2.53828083914653e-137
"TFEC",1.77188089690842e-141,4.38040856863382,0.197,0.011,3.24962956493004e-137
"SULF2",9.4021337737899e-141,3.54740390961014,0.238,0.024,1.72435133411307e-136
"CKAP4",1.03811522079269e-140,3.40977738671111,0.251,0.029,1.90390331493379e-136
"CD63",1.06708126813373e-140,1.35602008299314,0.655,0.295,1.95702704575726e-136
"MTMR11",1.13863774664865e-140,3.77447951565081,0.225,0.02,2.08826162735363e-136
"ARHGEF40",1.39212412432453e-140,4.16563086372933,0.207,0.014,2.55315564401119e-136
"FOSB",2.99394781338112e-140,1.02595720871235,0.848,0.601,5.49090028974097e-136
"GLRX",3.06198166430858e-140,1.30490896820145,0.699,0.367,5.61567437234194e-136
"CES1",3.22977832259562e-140,3.57720432454157,0.239,0.024,5.92341344364037e-136
"CD300LF",3.68550131254681e-140,3.43141618700489,0.239,0.024,6.75920940721086e-136
"AHNAK",3.80432436779776e-140,1.49365909240392,0.618,0.273,6.9771308905411e-136
"ANXA6",4.28359987486539e-140,-1.79020839427965,0.272,0.588,7.85612217050312e-136
"LMO2",8.82417456991189e-140,3.3781522051826,0.246,0.027,1.61835361612184e-135
"CCDC88A",2.97282235721975e-139,3.12634127358553,0.268,0.036,5.45215620314103e-135
"PLXNB2",6.59577718211887e-139,3.6411570289327,0.231,0.023,1.2096655352006e-134
"RPL38",5.2826374421664e-138,-0.507335991329274,0.994,0.996,9.68835706893317e-134
"CATSPER1",1.1763526221187e-137,4.01313445911958,0.191,0.011,2.15743070896569e-133
"MFSD1",1.56321063289449e-137,2.19784079028434,0.394,0.098,2.8669283007285e-133
"RAB11FIP1",1.9712135041814e-137,1.96890288508033,0.434,0.121,3.61520556666869e-133
"SEPT6",4.63599089297394e-137,-2.21999654552886,0.159,0.468,8.50240729771421e-133
"PYGL",2.80548259529289e-136,3.92891072195647,0.2,0.013,5.14525507976715e-132
"CACNA2D3",6.27842514821167e-136,4.83652201330577,0.174,0.007,1.15146317218202e-131
"HACD4",7.88952021507964e-136,1.90516951744131,0.458,0.14,1.44693800744561e-131
"CD83",1.21547687263965e-135,2.16617313456076,0.386,0.094,2.22918458442112e-131
"IFITM3",1.26872188711865e-135,1.67028383251911,0.472,0.147,2.32683594097561e-131
"RPL10",2.93530218242728e-135,-0.364161147990901,1,1,5.38334420257164e-131
"GNS",1.66085555006575e-133,2.88203341737029,0.28,0.043,3.04600907882059e-129
"ARPC3",1.68841800700811e-133,0.722428579264838,0.932,0.819,3.09655862485288e-129
"SPG21",8.03935333779301e-133,1.6775143507521,0.534,0.209,1.47441740215124e-128
"TLR8",2.35927068650843e-132,4.74358184724059,0.174,0.008,4.32690243905645e-128
"BNIP3L",5.16861940949737e-132,1.69046613716831,0.523,0.197,9.47924799701818e-128
"FLT3LG",9.70179263568895e-132,-3.3501824042723,0.049,0.331,1.77930876938535e-127
"ATP6V0D1",9.86166436644319e-132,1.66712201998496,0.522,0.194,1.80862924480568e-127
"GPCPD1",7.43117230732114e-131,2.15672763640818,0.381,0.095,1.3628770011627e-126
"VMP1",6.95098146670088e-130,1.66199987469939,0.54,0.216,1.27481000099294e-125
"RPL35",9.05328058320238e-130,-0.411431540447853,1,0.997,1.66037165895932e-125
"TMEM176B",1.56957461962979e-129,3.77482796468701,0.208,0.018,2.87859985240104e-125
"RAB3D",2.27155502644696e-129,3.35593191868788,0.23,0.025,4.16603191850373e-125
"GZMM",3.08194553948023e-129,-3.20166470458573,0.07,0.355,5.65228811940675e-125
"SLC16A3",5.89301094620254e-129,2.59046306139818,0.305,0.056,1.08077820753355e-124
"LAMTOR2",1.24508937641916e-128,1.58122169270337,0.555,0.234,2.28349391635274e-124
"SNX10",2.46976630375359e-128,1.83889565383965,0.439,0.132,4.52955140108409e-124
"POMP",3.97930749554337e-128,1.20328039614351,0.715,0.394,7.29804994682653e-124
"SHTN1",4.9835724342903e-128,4.60492120369382,0.171,0.008,9.1398718444884e-124
"SIRPB1",1.08611755057528e-127,3.55284999986809,0.219,0.022,1.99193958775507e-123
"PTAFR",4.56112079033084e-127,3.87582960534472,0.194,0.014,8.36509552946677e-123
"PICALM",1.17965079366097e-126,2.34392654729932,0.348,0.083,2.16347955557422e-122
"FES",1.37555701196821e-126,3.1819132615208,0.234,0.027,2.5227715599497e-122
"NFKBIZ",1.60107910945104e-126,1.71883987591712,0.52,0.213,2.9363790867332e-122
"CD74",6.17055950946766e-125,0.100119307689809,0.996,0.905,1.13168061403637e-120
"TNFRSF1B",6.85998513319294e-125,1.62196262900642,0.484,0.165,1.25812127342758e-120
"DDX5",9.27309948324749e-125,-0.624174579684539,0.933,0.98,1.70068644522759e-120
"GAS7",1.95860026106219e-124,3.25561648950178,0.217,0.022,3.59207287878806e-120
"NCF1",1.96203370218449e-124,1.32404125066196,0.68,0.351,3.59836980980636e-120
"MARCH1",4.07005356138511e-124,1.24543841785263,0.426,0.138,7.46447823158029e-120
"PLEK",6.34845521514913e-124,1.08707894787869,0.562,0.229,1.16430668645835e-119
"BLOC1S1",1.43698619691762e-123,1.22248003388521,0.698,0.377,2.63543268514692e-119
"GRINA",1.55147784097764e-123,2.12769634436745,0.367,0.093,2.84541036035299e-119
"IFNGR1",4.13467495626792e-123,2.03417350387382,0.391,0.108,7.58299386979536e-119
"HLA-DMB",7.67383014786011e-123,0.938396594224604,0.551,0.228,1.40738044911754e-118
"ATP6V1F",3.11546136228548e-122,1.18037255009784,0.686,0.41,5.71375613843157e-118
"BACH1",8.10530395645252e-122,2.64059420076611,0.283,0.05,1.48651274561339e-117
"TET2",1.52424829434469e-121,2.81597923105314,0.268,0.044,2.79547137182817e-117
"SH3BGRL",3.90804711145963e-121,1.06072156927918,0.777,0.505,7.16735840241696e-117
"CIRBP",5.45239118444931e-121,-0.852164426550488,0.734,0.886,9.99968543228003e-117
"MYL6",2.09139268527798e-120,0.593228772809186,0.982,0.922,3.83561418479982e-116
"RAC2",2.24543485189843e-120,-1.15000813649163,0.513,0.743,4.11812751838173e-116
"COX8A",2.27407957638466e-120,0.981306134184735,0.784,0.53,4.17066194308946e-116
"LINC00861",3.44573755055408e-120,-2.97859333071674,0.067,0.34,6.31948266771618e-116
"ATP6V1B2",8.05669124543816e-120,2.19981120111898,0.352,0.089,1.47759717441336e-115
"LINC00877",8.94508377225733e-120,3.67484980498541,0.202,0.021,1.64052836383199e-115
"STAB1",1.62652190045218e-119,4.54977416438429,0.158,0.007,2.98304116542929e-115
"TBXAS1",2.075710052402e-119,2.57248318066795,0.27,0.045,3.80685223610526e-115
"SRSF5",2.38237279563413e-119,-0.797757378767546,0.779,0.914,4.369271707193e-115
"C20orf24",4.15733295145755e-119,1.57474568271925,0.523,0.209,7.62454863297315e-115
"PLSCR1",9.03031456295154e-119,2.36967300596348,0.309,0.064,1.65615969084531e-114
"CAMK1",3.34215481601031e-118,2.99738669022039,0.231,0.03,6.1295119325629e-114
"PEBP1",3.82164699840612e-118,-1.63625679525099,0.253,0.545,7.00890059507682e-114
"SAMHD1",1.27659157941958e-117,1.29969473731091,0.637,0.32,2.34126895665551e-113
"BLVRA",1.6001333324484e-117,2.24319999095008,0.341,0.085,2.93464453171036e-113
"FOSL2",2.39869756228452e-117,2.69615167953395,0.267,0.045,4.39921132922981e-113
"PRDX3",2.85221290088937e-117,1.90580921158022,0.416,0.139,5.2309584602311e-113
"CD6",2.94923805170998e-117,-3.27609918800498,0.05,0.305,5.40890258683611e-113
"CAPNS1",4.03922975111624e-117,1.73806878618346,0.463,0.169,7.40794736354718e-113
"NOSIP",5.66179945538867e-117,-1.58362347882839,0.344,0.591,1.03837402011828e-112
"CSF1R",2.879500385198e-116,2.2349662632761,0.237,0.037,5.28100370645313e-112
"RPL18A",2.98486525234591e-116,-0.430775969539398,1,1,5.47424287280239e-112
"TRAT1",4.33309435294701e-116,-3.55854482645303,0.038,0.286,7.94689504330482e-112
"LGALS9",8.56517504647974e-116,1.71188822598917,0.437,0.142,1.57085310352438e-111
"DAZAP2",8.71437415849178e-116,1.01406352871164,0.794,0.536,1.59821622066739e-111
"NOTCH2",1.00828119575066e-115,2.68952299550445,0.268,0.048,1.84918771300671e-111
"GSTO1",1.83073885883315e-115,1.26743716482386,0.607,0.285,3.3575750671e-111
"HNRNPA0",5.63199029954176e-115,-1.09777635556805,0.506,0.735,1.03290702093596e-110
"LILRA1",4.42117679852769e-114,3.2446131607939,0.2,0.02,8.10843824849979e-110
"PNISR",5.29910657348709e-114,-1.22884726079334,0.436,0.691,9.71856145577532e-110
"LAMTOR1",8.53152652324365e-114,1.18148828479398,0.675,0.391,1.56468196436289e-109
"TLR4",1.78993259040985e-113,4.59831679928437,0.154,0.008,3.28273637081167e-109
"CKLF",2.21177222405016e-113,1.37097100397311,0.613,0.302,4.05639025890799e-109
"ATP6V1A",4.0969066248449e-113,2.74701755270152,0.254,0.042,7.51372674996555e-109
"GLIPR2",8.3689131220025e-113,1.6398256874625,0.47,0.171,1.53485866657526e-108
"TRIB1",1.03037958066504e-112,3.71886875214455,0.191,0.019,1.88971615093968e-108
"G0S2",1.56627213986203e-112,4.8066859228208,0.161,0.011,2.87254310450697e-108
"PAK1",2.10780795959118e-112,2.47034275728949,0.282,0.055,3.86571979789022e-108
"LACTB",2.97319282312971e-112,2.35709047952496,0.304,0.067,5.45283563761988e-108
"SLC8A1",4.67586715860729e-112,4.2602924193884,0.162,0.01,8.57554036888576e-108
"ARHGEF1",7.33541305147019e-112,-1.63376590763719,0.252,0.531,1.34531475363963e-107
"IFNGR2",9.50151718228635e-112,1.79994778317229,0.411,0.13,1.74257825123132e-107
"SEPT1",1.16894525564938e-111,-1.98920649993938,0.151,0.44,2.14384559886096e-107
"POLR2J3",2.09588240551607e-111,-1.67649544518926,0.258,0.529,3.84384833171647e-107
"IL1RN",1.01622108297059e-110,5.09689318402097,0.141,0.005,1.86374946616806e-106
"CALM1",2.48094791999475e-110,-0.970272714204555,0.672,0.819,4.55005848527037e-106
"POLE4",2.48897426202768e-110,1.47021006158618,0.547,0.246,4.56477879655877e-106
"EMILIN2",4.46522103550353e-110,3.41287973855392,0.192,0.019,8.18921537911347e-106
"FBXL5",5.28579980791548e-110,1.67256764290236,0.462,0.171,9.69415684771699e-106
"HSP90AB1",8.97960494187305e-110,-1.07349980255033,0.522,0.747,1.64685954633952e-105
"YWHAE",2.10414214391478e-109,1.44884787283234,0.529,0.222,3.8589966919397e-105
"ATG3",2.71504707639719e-109,1.5572767462856,0.504,0.211,4.97939633811245e-105
"SOD1",2.91883938881558e-109,-1.19111416182753,0.419,0.668,5.35315143908777e-105
"CLTA",4.92329282313015e-109,1.3107615637324,0.588,0.274,9.02931903762069e-105
"SKAP1",5.69574389700217e-109,-3.32225449148379,0.041,0.279,1.0445994307102e-104
"CMPK1",7.73357152043273e-109,-1.31875735193243,0.351,0.622,1.41833701684736e-104
"GNB2L1",8.11075117143557e-109,-0.433014294798715,0.99,0.995,1.48751176484128e-104
"PGAM1",8.52420019478376e-109,1.20597697338997,0.655,0.358,1.56333831572334e-104
"C7orf73",1.01263708864441e-108,1.22829178343907,0.636,0.329,1.85717642057386e-104
"FOLR3",1.91319739473699e-108,6.02480285974739,0.12,0.002,3.50880402194763e-104
"SYNE2",4.14644321174806e-108,-3.58614868197229,0.035,0.273,7.60457685034593e-104
"C10orf11",5.38418444623138e-108,4.50825651432019,0.148,0.007,9.87459427438836e-104
"PCSK7",6.95341336246619e-108,-1.82037507257953,0.195,0.473,1.2752560106763e-103
"RP11-386I14.4",7.69396985060494e-108,1.70380601547181,0.487,0.2,1.41107407060095e-103
"RP6-159A1.4",2.14098621551786e-107,3.16737664216841,0.2,0.023,3.92656871925976e-103
"MCEMP1",2.29600202214622e-107,5.23477032711372,0.133,0.004,4.21086770861617e-103
"GNAI2",9.60817391436111e-107,1.2309585257671,0.642,0.34,1.76213909589383e-102
"IRF2BP2",4.54284578168074e-106,1.63757325382534,0.463,0.177,8.33157916360247e-102
"BID",6.18979676415192e-106,1.62802738700247,0.42,0.14,1.13520872654546e-101
"CCR1",1.05200297503483e-105,4.14280649770812,0.155,0.01,1.92937345621387e-101
"ATF3",9.80546756769707e-105,2.94800402117916,0.22,0.033,1.79832275191564e-100
"SKAP2",1.18445472512211e-104,1.76819401625948,0.398,0.128,2.17228996587395e-100
"ARPC1B",2.56247601296611e-104,0.687477783775853,0.894,0.756,4.69958100777985e-100
"CCL5",3.44786583605035e-104,-3.64116455511056,0.208,0.373,6.32338594331633e-100
"RASSF2",3.68740868996335e-104,2.48778251802238,0.271,0.058,6.76270753739278e-100
"SERPINB1",6.2480926594989e-104,1.24367192968227,0.612,0.341,1.1459001937521e-99
"KIAA0930",8.87015961145069e-104,2.76434524999295,0.239,0.042,1.62678727274006e-99
"C20orf27",9.31656990104458e-104,1.76099309111236,0.41,0.139,1.70865891985158e-99
"DYNLL1",1.63666530113905e-103,1.11043077285271,0.695,0.409,3.00164416228901e-99
"FAM120A",2.03870060285938e-103,1.9948222559,0.356,0.104,3.73897690564411e-99
"H3F3B",2.69005999983058e-103,0.534311438881979,0.999,0.983,4.93357003968928e-99
"RARRES3",2.71857774528967e-103,-1.64235412043592,0.263,0.527,4.98587158486125e-99
"NUDT16",5.376867339408e-103,2.36819069218275,0.268,0.054,9.86117470047428e-99
"MIDN",7.92656264378415e-103,1.69571557413438,0.44,0.165,1.45373158887001e-98
"RTN4",1.08357605612081e-102,1.14963846330506,0.667,0.373,1.98727848692557e-98
"NDUFA11",1.10402393054705e-102,0.948039244061852,0.783,0.525,2.02477988862329e-98
"NFE2",3.84661712663826e-102,3.70401448774801,0.154,0.01,7.05469581025457e-98
"LY9",5.06155834818268e-102,-4.10642043344956,0.019,0.229,9.28289801056703e-98
"DPYD",6.09964572739803e-102,2.06937902901826,0.33,0.09,1.1186750264048e-97
"TXN",1.13766282378791e-101,1.18145692230384,0.616,0.315,2.08647361882703e-97
"GPX4",1.23190783846423e-101,0.859270448233475,0.82,0.62,2.2593189757434e-97
"TMEM205",1.43107907616701e-101,1.93832125742783,0.364,0.111,2.6245990256903e-97
"TMEM170B",2.36648659974857e-101,4.20562556942277,0.148,0.009,4.34013642393888e-97
"C6orf48",2.66968382302875e-101,-1.18775115501358,0.432,0.654,4.89620013143473e-97
"PTPN4",4.40452722991685e-101,-2.99302742340469,0.049,0.285,8.07790293966751e-97
"CYFIP1",5.62627272634113e-101,3.91304926402149,0.158,0.012,1.03185841801096e-96
"NLRP3",6.4099860227556e-101,4.08978499405235,0.152,0.01,1.17559143657338e-96
"LDLRAP1",6.45118745451602e-101,-2.68196933897896,0.075,0.318,1.18314777915824e-96
"ROGDI",8.81731841210988e-101,2.52208573687779,0.259,0.053,1.61709619678095e-96
"RNF144B",1.01773788002435e-100,2.96203531437679,0.213,0.032,1.86653127196466e-96
"C9orf72",1.36918328735775e-100,2.41124106226081,0.268,0.056,2.51108214901411e-96
"HEXB",1.43214402327626e-100,1.71874314816923,0.406,0.139,2.62655213868867e-96
"F13A1",1.74729935665082e-100,3.11592214368268,0.145,0.009,3.2045470200976e-96
"RHOG",2.32255371335509e-100,1.14495301905719,0.644,0.351,4.25956351029323e-96
"ARHGDIB",7.33736400292039e-100,-0.628427835757344,0.882,0.953,1.3456725581356e-95
"RPL17",7.60144599513914e-100,-0.610261666558442,0.888,0.951,1.39410519550852e-95
"CMTM6",9.78432754353073e-100,1.34822851561208,0.543,0.247,1.79444567148354e-95
"MYCL",2.41233253700627e-99,4.38672089682101,0.14,0.008,4.4242178728695e-95
"NAGK",2.44663708361517e-99,1.68969351282194,0.398,0.133,4.48713241135023e-95
"HLA-DPB1",2.57851024274795e-99,0.578582267665233,0.845,0.556,4.72898778519975e-95
"OLIG1",5.62566832605828e-99,4.42256723853041,0.14,0.008,1.03174757099909e-94
"SEMA4A",6.0702580474488e-99,3.13676753546452,0.193,0.024,1.11328532590211e-94
"ID1",1.13075926912144e-98,2.97544734850779,0.21,0.031,2.07381249956871e-94
"AHR",1.74339797616509e-98,2.8079082794501,0.219,0.035,3.19739188828678e-94
"ATP6V0E1",2.16499570164192e-98,0.827920802390291,0.84,0.643,3.97060211681129e-94
"RPL32",2.19912605225497e-98,-0.414694440547549,1,0.999,4.03319717983562e-94
"PBXIP1",2.26234703323367e-98,-2.60878907732932,0.076,0.32,4.14914445895055e-94
"ZAP70",4.55588924823067e-98,-2.81571304787362,0.063,0.3,8.35550088125505e-94
"MAL",4.66104711262109e-98,-3.35413236895636,0.034,0.256,8.54836040454708e-94
"DOK3",4.77022642635089e-98,3.20305021613204,0.186,0.022,8.74859526592753e-94
"UBE2D1",5.13824448471905e-98,1.90007741381089,0.361,0.114,9.42354038497474e-94
"ARHGAP15",1.15924270411324e-97,-1.82682574432168,0.175,0.428,2.12605111934368e-93
"GMFG",1.91081254678537e-97,0.674578050231302,0.929,0.785,3.50443021080438e-93
"SYK",4.52024812179532e-97,1.80310353206555,0.319,0.086,8.29013505537261e-93
"JUN",5.54218464971084e-97,-0.932020765227886,0.868,0.882,1.01643666475697e-92
"DNAJB1",1.01629323481161e-96,-1.7778700718721,0.212,0.47,1.8638817926445e-92
"RPL37A",1.18460480486327e-96,-0.354206297416017,0.996,0.998,2.17256521211925e-92
"RPS17",1.26504755946293e-96,-0.384756797411968,0.993,0.998,2.32009722405501e-92
"CD79B",5.66566624374255e-96,-3.35034374254526,0.118,0.339,1.03908318910238e-91
"SLC31A2",3.30428626414812e-95,2.80471013255674,0.2,0.029,6.06006100844765e-91
"COX5B",3.30630281911434e-95,0.75915941449256,0.848,0.662,6.06375937025569e-91
"CDC25B",5.13623837600538e-95,-2.78252148835873,0.057,0.285,9.41986118159388e-91
"SLC38A1",7.06794730326302e-95,-2.5874297386466,0.072,0.3,1.29626153541844e-90
"ACTR2",1.66802042483956e-94,0.997516241043487,0.727,0.463,3.05914945915576e-90
"SMARCD3",4.24845340776182e-94,3.21226388794657,0.177,0.021,7.79166354983518e-90
"JUNB",4.58190600903836e-94,-0.921059484007611,0.99,0.96,8.40321562057634e-90
"PRKCH",8.35771595285697e-94,-2.88734627767035,0.058,0.279,1.53280510575397e-89
"MARCO",9.1070975969723e-94,4.4495991744398,0.132,0.007,1.67024169928472e-89
"IFI27L2",9.76611387630051e-94,1.46766396769613,0.474,0.198,1.79110528491351e-89
"HLA-DPA1",1.67662271325097e-93,0.319086199323622,0.809,0.514,3.07492605610227e-89
"TSC22D3",2.20634938539845e-93,-0.926996001951641,0.689,0.811,4.04644477282075e-89
"RPS4Y1",4.11283307832246e-93,-0.637170897941671,0.874,0.944,7.5429358656434e-89
"ITM2A",6.54377627705225e-93,-3.7822951271108,0.025,0.227,1.20012856921138e-88
"PECAM1",7.85438128143667e-93,1.52795571606924,0.385,0.13,1.44049352701548e-88
"CD79A",8.97559838429405e-93,-3.81708687876594,0.089,0.267,1.64612474367953e-88
"TSPAN4",9.77807203346843e-93,2.77956993078436,0.203,0.031,1.79329841093811e-88
"EVI5",1.01959057263841e-92,3.55513335253922,0.16,0.016,1.86992911021884e-88
"NDUFA13",1.40101318151609e-92,0.915511942592211,0.759,0.513,2.5694581749005e-88
"SVIP",2.00233318377897e-92,-2.34767986403942,0.089,0.33,3.67227905905064e-88
"MBOAT7",3.74026088939451e-92,2.28091815880168,0.264,0.06,6.85963847114954e-88
"NDUFS6",8.74586914357726e-92,1.12730009687286,0.621,0.35,1.60399240093207e-87
"TESC",1.25278329011597e-91,2.34945217510672,0.227,0.042,2.29760455407269e-87
"APOBEC3A",1.30285110925313e-91,2.96034854273159,0.18,0.022,2.38942893437024e-87
"GIMAP7",1.5298210306827e-91,-1.4753950513937,0.313,0.537,2.80569177027206e-87
"CD8B",1.82742067293527e-91,-3.12526781634573,0.078,0.277,3.35148951416328e-87
"NINJ1",1.85428617675931e-91,1.67467587359828,0.396,0.143,3.40076084817658e-87
"SLC24A4",1.90156429738166e-91,3.85401467875559,0.146,0.012,3.48746892139797e-87
"CD8A",6.63473561289477e-91,-3.52952371858918,0.039,0.244,1.2168105114049e-86
"MIR4435-2HG",7.30557708872306e-91,1.98455685638605,0.264,0.061,1.33984283807181e-86
"VSTM1",1.54592209107643e-90,4.92179504076969,0.118,0.005,2.83522111503417e-86
"MYL12A",2.10774315979843e-90,-0.667378958668525,0.905,0.952,3.86560095507033e-86
"BIN2",2.52706281692576e-90,-1.38240731282925,0.308,0.535,4.63463320624185e-86
"SEC61G",2.97610818378672e-90,0.843765072896225,0.801,0.578,5.45818240906484e-86
"FGD4",1.01648720597658e-89,3.81226029025217,0.141,0.011,1.86423753576105e-85
"EHBP1L1",1.06856861639606e-89,2.26701910262877,0.262,0.063,1.95975484247038e-85
"RPS3A",2.15017047295803e-89,-0.355233335413982,1,0.999,3.94341264740504e-85
